Month of Stop,Reason for Stop,Officer Race,Officer Gender,Officer Years of Service,Driver Race,Driver Gender,Driver Age,Search Conducted,Results,CMPD Division
2020/01,Vehicle Equipment,White,M,4,Black,F,20,Yes,Verbal Warning,University City Division
2020/01,Speeding,White,M,5,Hispanic/Latino,M,19,Yes,Verbal Warning,Westover Division
2020/01,Vehicle Regulatory,White,M,12,Hispanic/Latino,M,20,Yes,Verbal Warning,Westover Division
2020/01,Stop Light/Sign,White,M,8,Black,F,25,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,White,M,7,Black,M,28,No,Verbal Warning,Westover Division
2020/01,Speeding,Hispanic/Latino,M,10,Black,M,30,Yes,Written Warning,Westover Division
2020/01,Speeding,White,M,25,Hispanic/Latino,M,40,Yes,Citation,Westover Division
2020/01,Speeding,Hispanic/Latino,M,10,Black,M,25,Yes,Written Warning,Westover Division
2020/01,Vehicle Equipment,White,M,4,Black,M,54,Yes,Verbal Warning,North Tryon Division
2020/01,Speeding,White,M,5,Black,M,50,Yes,Citation,Westover Division
2020/01,Safe Movement,White,M,5,Two or more,M,60,Yes,Verbal Warning,North Tryon Division
2020/01,Speeding,White,M,25,Hispanic/Latino,M,21,Yes,Citation,Westover Division
2020/01,Speeding,White,F,4,White,F,39,Yes,Citation,Westover Division
2020/01,Speeding,White,M,4,Black,M,59,Yes,Verbal Warning,North Tryon Division
2020/01,Speeding,White,M,5,White,M,38,Yes,Citation,Westover Division
2020/01,Speeding,Hispanic/Latino,M,10,White,M,38,Yes,Written Warning,Westover Division
2020/01,Safe Movement,White,M,2,Black,M,35,Yes,Verbal Warning,North Tryon Division
2020/01,Speeding,White,M,25,Black,M,23,Yes,Citation,Westover Division
2020/01,Vehicle Regulatory,Black/African American,M,12,Black,M,54,Yes,Verbal Warning,Eastway Division
2020/01,Speeding,White,M,4,Black,M,37,No,Arrest,North Tryon Division
2020/01,Speeding,White,M,5,White,M,25,Yes,Citation,Westover Division
2020/01,Speeding,Hispanic/Latino,M,10,White,F,38,Yes,Written Warning,Westover Division
2020/01,Speeding,White,F,4,White,F,50,Yes,Citation,Westover Division
2020/01,Speeding,White,M,5,Black,F,27,Yes,Verbal Warning,Providence Division
2020/01,Speeding,White,M,25,Black,F,26,Yes,Citation,Westover Division
2020/01,Speeding,White,M,5,Black,F,50,Yes,Citation,Westover Division
2020/01,Vehicle Equipment,Hispanic/Latino,M,10,White,M,21,Yes,Written Warning,Westover Division
2020/01,Vehicle Regulatory,White,F,1,Hispanic/Latino,M,22,Yes,Verbal Warning,University City Division
2020/01,Vehicle Regulatory,Asian/Pacific Islander,M,11,Black,M,30,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Regulatory,White,M,3,Hispanic/Latino,F,25,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Regulatory,Black/African American,M,12,Black,M,34,Yes,Verbal Warning,Eastway Division
2020/01,Speeding,White,F,4,Other/Unknown,M,30,Yes,Verbal Warning,Westover Division
2020/01,Vehicle Equipment,White,M,21,Black,M,30,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,White,M,5,Two or more,M,19,No,Verbal Warning,Central Division
2020/01,Safe Movement,Hispanic/Latino,M,8,Hispanic/Latino,M,40,Yes,Verbal Warning,North Division
2020/01,Vehicle Regulatory,2 or More,F,1,Black,M,45,Yes,Verbal Warning,Independence Division
2020/01,Speeding,White,M,10,Black,M,38,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Regulatory,Black/African American,F,2,Black,M,34,Yes,Citation,Central Division
2020/01,Vehicle Regulatory,Black/African American,M,4,Black,M,40,Yes,Verbal Warning,Central Division
2020/01,Vehicle Regulatory,Asian/Pacific Islander,M,11,Black,M,26,Yes,Citation,Independence Division
2020/01,Vehicle Regulatory,White,M,3,Black,M,20,Yes,Verbal Warning,Independence Division
2020/01,Stop Light/Sign,White,M,8,Black,F,30,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,Black/African American,F,2,Black,M,34,Yes,Citation,Metro Division
2020/01,Speeding,White,M,10,Black,M,33,Yes,Citation,Independence Division
2020/01,Vehicle Regulatory,White,M,5,Black,M,35,Yes,Verbal Warning,Eastway Division
2020/01,Safe Movement,White,M,2,Black,M,20,Yes,Citation,Independence Division
2020/01,Vehicle Regulatory,White,M,2,Black,F,45,Yes,Verbal Warning,Metro Division
2020/01,Vehicle Regulatory,White,M,7,Black,F,28,No,Verbal Warning,Westover Division
2020/01,Speeding,White,M,5,White,M,33,Yes,Citation,Providence Division
2020/01,Vehicle Regulatory,Hispanic/Latino,M,3,Black,F,40,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,White,M,3,Black,M,21,Yes,Verbal Warning,Independence Division
2020/01,Stop Light/Sign,White,M,8,Black,M,40,Yes,Verbal Warning,Eastway Division
2020/01,Speeding,White,M,10,Black,F,33,Yes,Citation,Independence Division
2020/01,Stop Light/Sign,Black/African American,M,3,Black,M,48,Yes,Verbal Warning,Metro Division
2020/01,Vehicle Equipment,White,M,4,Black,M,38,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,White,M,5,Black,F,27,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Equipment,White,M,2,Black,M,25,Yes,Verbal Warning,Freedom Division
2020/01,Vehicle Equipment,American Indian/Alaska Native,M,2,Black,M,30,Yes,Verbal Warning,Metro Division
2020/01,Vehicle Regulatory,White,M,3,Black,M,39,Yes,Citation,Westover Division
2020/01,Speeding,White,M,10,Black,M,26,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Regulatory,White,M,4,Black,F,30,Yes,Verbal Warning,Westover Division
2020/01,Speeding,2 or More,M,5,White,M,65,Yes,Verbal Warning,Providence Division
2020/01,Vehicle Equipment,White,M,4,Black,M,22,No,Citation,Hickory Grove Division
2020/01,Speeding,White,M,5,White,M,27,Yes,Citation,Providence Division
2020/01,Vehicle Equipment,White,M,7,White,M,39,Yes,Verbal Warning,North Tryon Division
2020/01,Speeding,White,M,10,Black,M,32,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Regulatory,Hispanic/Latino,M,3,Black,M,30,Yes,Verbal Warning,North Tryon Division
2020/01,Stop Light/Sign,White,M,8,Black,F,35,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,White,M,4,Black,M,47,Yes,Verbal Warning,North Tryon Division
2020/01,Speeding,White,M,4,Hispanic/Latino,M,25,Yes,Citation,Westover Division
2020/01,Vehicle Equipment,White,M,18,Black,F,30,Yes,Verbal Warning,Independence Division
2020/01,Investigation,White,M,3,Black,F,34,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Equipment,White,M,3,Black,F,54,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Equipment,2 or More,M,5,Black,M,30,Yes,Verbal Warning,Providence Division
2020/01,Vehicle Equipment,Black/African American,M,4,Other/Unknown,M,21,Yes,Verbal Warning,Westover Division
2020/01,Vehicle Regulatory,White,M,3,Two or more,M,20,Yes,Citation,Independence Division
2020/01,Vehicle Equipment,White,M,5,Hispanic/Latino,M,27,Yes,Verbal Warning,North Tryon Division
2020/01,Stop Light/Sign,White,M,8,Hispanic/Latino,M,20,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,White,M,4,Black,F,25,Yes,Verbal Warning,Metro Division
2020/01,Safe Movement,Black/African American,M,4,Black,M,35,Yes,Citation,Westover Division
2020/01,Vehicle Equipment,Hispanic/Latino,F,3,White,M,28,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,White,M,7,Black,M,33,No,Verbal Warning,Westover Division
2020/01,Investigation,White,M,6,Hispanic/Latino,M,40,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Regulatory,Black/African American,M,4,Black,M,43,Yes,Verbal Warning,Freedom Division
2020/01,Speeding,White,M,5,Hispanic/Latino,F,26,Yes,Verbal Warning,Providence Division
2020/01,Vehicle Equipment,White,M,12,Hispanic/Latino,M,21,No,Arrest,
2020/01,Vehicle Regulatory,White,M,2,Black,M,35,Yes,Citation,Westover Division
2020/01,Vehicle Regulatory,White,M,4,Black,M,45,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,Black/African American,M,4,Black,M,51,Yes,Verbal Warning,Metro Division
2020/01,Vehicle Regulatory,White,M,2,White,M,35,Yes,Verbal Warning,Freedom Division
2020/01,Vehicle Regulatory,White,M,6,White,M,26,Yes,Verbal Warning,Independence Division
2020/01,Stop Light/Sign,White,M,8,Black,M,50,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,Black/African American,M,4,Black,M,25,Yes,Citation,Central Division
2020/01,Vehicle Regulatory,White,M,18,Black,M,40,Yes,Citation,Independence Division
2020/01,Investigation,White,M,8,Hispanic/Latino,M,30,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,White,M,5,Black,F,59,Yes,Citation,Central Division
2020/01,Stop Light/Sign,White,M,5,Black,F,28,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Equipment,White,M,5,Black,F,52,Yes,Verbal Warning,Providence Division
2020/01,Speeding,White,M,5,Hispanic/Latino,M,29,No,Citation,Providence Division
2020/01,Vehicle Regulatory,White,M,5,Black,M,35,No,Verbal Warning,North Tryon Division
2020/01,Investigation,White,M,1,Black,M,23,No,Verbal Warning,Steele Creek Division
2020/01,Vehicle Regulatory,Not Specified,M,5,Black,M,25,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,Black/African American,M,4,Black,F,52,Yes,Citation,Westover Division
2020/01,Vehicle Regulatory,White,M,3,Black,M,25,No,Verbal Warning,Hickory Grove Division
2020/01,Safe Movement,White,M,3,Black,F,28,Yes,Verbal Warning,Westover Division
2020/01,Vehicle Regulatory,Black/African American,F,2,Black,M,36,Yes,Verbal Warning,Central Division
2020/01,Safe Movement,White,M,1,Black,M,24,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,White,M,7,Black,M,26,Yes,Verbal Warning,North Tryon Division
2020/01,Speeding,White,F,4,Black,M,47,Yes,Citation,Eastway Division
2020/01,Vehicle Regulatory,White,M,3,Black,M,59,Yes,Citation,Westover Division
2020/01,Stop Light/Sign,White,M,4,Black,M,45,Yes,Verbal Warning,South Division
2020/01,Vehicle Equipment,Hispanic/Latino,M,2,Black,M,43,Yes,Verbal Warning,South Division
2020/01,Vehicle Regulatory,White,M,18,Black,M,45,Yes,Citation,Independence Division
2020/01,Speeding,Hispanic/Latino,M,10,Black,M,30,Yes,Citation,Eastway Division
2020/01,Vehicle Equipment,Hispanic/Latino,M,2,Asian,F,32,Yes,Verbal Warning,South Division
2020/01,Vehicle Regulatory,Black/African American,F,2,Black,M,23,Yes,Verbal Warning,Central Division
2020/01,Vehicle Regulatory,White,M,5,Hispanic/Latino,M,40,Yes,Verbal Warning,North Tryon Division
2020/01,Speeding,White,M,2,Two or more,F,25,Yes,Verbal Warning,University City Division
2020/01,Stop Light/Sign,2 or More,M,2,Black,F,23,Yes,Verbal Warning,Independence Division
2020/01,Speeding,White,M,5,Hispanic/Latino,M,25,Yes,Verbal Warning,South Division
2020/01,Vehicle Equipment,White,M,26,Black,F,24,Yes,Verbal Warning,Central Division
2020/01,Speeding,White,M,25,White,M,32,Yes,Arrest,Westover Division
2020/01,Vehicle Regulatory,Black/African American,F,2,Black,M,28,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,White,M,3,Black,F,25,Yes,Verbal Warning,Westover Division
2020/01,Speeding,White,M,5,Hispanic/Latino,M,50,Yes,Verbal Warning,South Division
2020/01,Vehicle Equipment,White,M,26,Black,M,25,Yes,Verbal Warning,Central Division
2020/01,Vehicle Regulatory,White,M,2,Hispanic/Latino,M,24,Yes,Verbal Warning,Steele Creek Division
2020/01,Vehicle Regulatory,Black/African American,M,4,Black,F,26,Yes,Verbal Warning,Westover Division
2020/01,Vehicle Regulatory,Black/African American,M,2,Black,F,37,No,Citation,Metro Division
2020/01,Speeding,White,F,4,White,M,26,Yes,Written Warning,Eastway Division
2020/01,Vehicle Equipment,Black/African American,M,4,Black,M,23,Yes,Citation,Westover Division
2020/01,Vehicle Equipment,White,M,26,Hispanic/Latino,F,52,Yes,Verbal Warning,Central Division
2020/01,Speeding,White,M,5,Black,M,34,Yes,Verbal Warning,Westover Division
2020/01,Safe Movement,White,M,5,White,M,64,Yes,Verbal Warning,Steele Creek Division
2020/01,Speeding,White,M,2,Black,M,33,Yes,Citation,University City Division
2020/01,Vehicle Equipment,Hispanic/Latino,M,10,Black,F,38,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,Not Specified,M,5,Black,M,26,Yes,Arrest,North Tryon Division
2020/01,Stop Light/Sign,White,F,4,Black,M,43,Yes,Citation,Eastway Division
2020/01,Vehicle Regulatory,White,M,3,Black,M,29,Yes,Verbal Warning,Westover Division
2020/01,Vehicle Regulatory,White,M,3,Black,M,26,Yes,Citation,Steele Creek Division
2020/01,Vehicle Regulatory,White,M,2,White,M,50,Yes,Verbal Warning,Hickory Grove Division
2020/01,Stop Light/Sign,Black/African American,M,4,White,M,20,Yes,Verbal Warning,Central Division
2020/01,Vehicle Regulatory,Hispanic/Latino,M,1,Black,M,30,Yes,Verbal Warning,University City Division
2020/01,Speeding,White,F,4,Black,M,57,Yes,Citation,Eastway Division
2020/01,Vehicle Equipment,Hispanic/Latino,M,10,Black,M,38,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,Black/African American,F,2,Black,F,36,Yes,None,Eastway Division
2020/01,Vehicle Regulatory,Hispanic/Latino,M,10,Hispanic/Latino,M,25,Yes,Citation,Eastway Division
2020/01,Vehicle Equipment,White,M,5,Black,F,42,Yes,Citation,Westover Division
2020/01,Speeding,White,M,5,Black,F,23,Yes,Citation,Freedom Division
2020/01,Vehicle Regulatory,Black/African American,M,4,Black,M,25,No,Verbal Warning,Central Division
2020/01,Vehicle Regulatory,White,M,1,Black,M,18,Yes,Citation,North Tryon Division
2020/01,Vehicle Regulatory,White,M,3,Black,F,30,Yes,Verbal Warning,University City Division
2020/01,Vehicle Regulatory,White,M,3,Black,M,30,Yes,Verbal Warning,Steele Creek Division
2020/01,Vehicle Regulatory,White,M,2,Black,M,18,Yes,Verbal Warning,Metro Division
2020/01,Vehicle Regulatory,White,M,8,White,M,32,Yes,Citation,North Tryon Division
2020/01,Speeding,White,M,25,Black,M,23,Yes,Citation,Providence Division
2020/01,Speeding,White,M,25,White,M,51,Yes,Verbal Warning,Eastway Division
2020/01,Speeding,White,M,25,Black,F,46,Yes,Citation,Eastway Division
2020/01,Vehicle Regulatory,Asian/Pacific Islander,M,15,White,M,27,Yes,Verbal Warning,South Division
2020/01,Vehicle Equipment,White,M,3,White,M,50,Yes,Verbal Warning,Westover Division
2020/01,Vehicle Regulatory,White,M,3,Black,F,25,Yes,Verbal Warning,Westover Division
2020/01,Vehicle Equipment,Black/African American,M,2,Black,M,40,No,Verbal Warning,Metro Division
2020/01,Speeding,White,M,4,Hispanic/Latino,M,23,Yes,Verbal Warning,University City Division
2020/01,Speeding,White,M,13,Black,M,29,Yes,Citation,University City Division
2020/01,Speeding,White,M,13,White,M,55,Yes,Citation,University City Division
2020/01,Safe Movement,White,M,20,White,F,46,Yes,Verbal Warning,Freedom Division
2020/01,Speeding,White,M,13,Black,F,53,Yes,Citation,University City Division
2020/01,Vehicle Regulatory,Black/African American,M,10,Two or more,M,41,Yes,Citation,North Division
2020/01,Speeding,White,M,13,Black,F,30,Yes,Citation,University City Division
2020/01,Stop Light/Sign,White,M,17,White,F,30,Yes,Verbal Warning,Central Division
2020/01,Speeding,White,M,20,Hispanic/Latino,M,33,Yes,Citation,Independence Division
2020/01,Stop Light/Sign,White,M,17,White,F,40,Yes,Verbal Warning,Central Division
2020/01,Speeding,Asian/Pacific Islander,M,11,Black,F,29,Yes,Citation,Westover Division
2020/01,Speeding,White,M,20,White,M,33,Yes,Verbal Warning,Independence Division
2020/01,Other,White,M,4,White,F,52,Yes,Verbal Warning,
2020/01,Vehicle Regulatory,Asian/Pacific Islander,M,10,White,F,37,Yes,Citation,Providence Division
2020/01,Stop Light/Sign,White,M,17,White,F,25,Yes,Verbal Warning,Central Division
2020/01,Vehicle Regulatory,White,M,21,Black,F,30,Yes,Citation,Metro Division
2020/01,Investigation,Asian/Pacific Islander,M,23,Hispanic/Latino,M,38,Yes,Citation,Eastway Division
2020/01,Vehicle Regulatory,White,M,22,Black,M,37,Yes,Citation,Independence Division
2020/01,Vehicle Regulatory,White,M,14,Black,F,55,Yes,Verbal Warning,North Tryon Division
2020/01,Stop Light/Sign,White,M,22,Hispanic/Latino,M,39,Yes,Verbal Warning,Hickory Grove Division
2020/01,Speeding,Asian/Pacific Islander,M,10,Black,F,33,Yes,Verbal Warning,Providence Division
2020/01,Speeding,Black/African American,M,10,Black,M,22,Yes,Citation,University City Division
2020/01,Stop Light/Sign,White,M,1,White,F,57,Yes,Citation,Steele Creek Division
2020/01,Speeding,White,M,21,Black,M,25,Yes,Written Warning,Westover Division
2020/01,Speeding,White,M,13,Black,F,30,Yes,Citation,University City Division
2020/01,Vehicle Regulatory,White,M,17,White,M,35,Yes,Verbal Warning,Central Division
2020/01,Vehicle Regulatory,Asian/Pacific Islander,M,23,White,F,26,Yes,Citation,Eastway Division
2020/01,Vehicle Regulatory,Asian/Pacific Islander,M,11,Hispanic/Latino,M,21,Yes,Citation,Westover Division
2020/01,Speeding,Black/African American,M,10,Black,F,37,Yes,Citation,North Division
2020/01,Vehicle Regulatory,White,M,17,White,F,25,Yes,Verbal Warning,Providence Division
2020/01,Speeding,Black/African American,M,10,White,F,30,Yes,Verbal Warning,University City Division
2020/01,Speeding,Asian/Pacific Islander,M,11,White,M,23,Yes,Citation,Westover Division
2020/01,Speeding,White,M,21,Black,M,44,Yes,Citation,Westover Division
2020/01,Vehicle Regulatory,Asian/Pacific Islander,M,10,White,F,34,Yes,Verbal Warning,Providence Division
2020/01,Safe Movement,Asian/Pacific Islander,M,23,Black,F,65,Yes,Citation,Eastway Division
2020/01,Speeding,Black/African American,M,10,Other/Unknown,M,34,Yes,Verbal Warning,University City Division
2020/01,Vehicle Regulatory,White,M,11,Black,F,60,Yes,Verbal Warning,Westover Division
2020/01,Speeding,White,F,13,Black,F,22,Yes,Citation,Westover Division
2020/01,Investigation,Asian/Pacific Islander,M,23,Hispanic/Latino,F,20,Yes,Citation,North Tryon Division
2020/01,Vehicle Regulatory,White,M,21,Black,F,22,Yes,Citation,Westover Division
2020/01,Speeding,Black/African American,M,10,White,M,32,Yes,Citation,North Division
2020/01,Vehicle Regulatory,White,M,11,Black,M,28,Yes,Citation,Westover Division
2020/01,Other,White,M,4,White,F,61,Yes,Verbal Warning,
2020/01,Speeding,Asian/Pacific Islander,M,23,Black,F,43,Yes,Citation,Eastway Division
2020/01,Vehicle Regulatory,White,M,11,White,F,45,Yes,Verbal Warning,Providence Division
2020/01,Speeding,White,F,13,Black,M,26,Yes,Citation,Central Division
2020/01,Vehicle Regulatory,White,M,21,Black,F,44,Yes,Verbal Warning,Independence Division
2020/01,Speeding,Black/African American,M,10,White,M,22,Yes,Citation,University City Division
2020/01,Safe Movement,Black/African American,M,20,Black,F,46,Yes,Verbal Warning,South Division
2020/01,Speeding,White,M,13,Other/Unknown,M,26,Yes,Citation,University City Division
2020/01,Vehicle Regulatory,White,M,6,Black,F,25,Yes,Verbal Warning,Metro Division
2020/01,Speeding,Black/African American,M,10,Black,F,28,Yes,Citation,University City Division
2020/01,Speeding,Asian/Pacific Islander,M,11,Other/Unknown,M,29,Yes,Citation,Westover Division
2020/01,Speeding,White,M,21,Black,M,87,Yes,Written Warning,Westover Division
2020/01,Speeding,White,M,11,Black,F,34,Yes,Citation,Westover Division
2020/01,Vehicle Regulatory,Asian/Pacific Islander,M,11,Black,M,51,Yes,Citation,Westover Division
2020/01,Speeding,White,F,13,Black,M,31,Yes,Citation,Westover Division
2020/01,Speeding,Black/African American,M,10,White,M,35,Yes,Citation,North Division
2020/01,Stop Light/Sign,White,M,22,White,F,70,Yes,Verbal Warning,Hickory Grove Division
